Quartal;IVW-Nr.;Titel-Nr.;Titel;Zusatz;Ort;Verlagsnummer;Erscheinungsweisen;Kennzeichen Statistik;Mitgliedsnummer;Verbreitung;Verkauf;Druckauflage gesamt;Verkauf zur Weitergabe an Kunden;Abo gesamt;dav Mehrf 25;dav Mitgl;EV-Verkauf;EV-Lieferung;Remittenden;Lesezirkel;Bordexemplare;Sonst Verk;Freist gesamt;davon ausgelegt;Zahl Auslege-Stellen;Reste/Belege;Sonderhinweis;Verbreitung (Ausland);Verkauf (Ausland);Druckauflage gesamt (A);Verkauf zur Weitergabe an Kunden (A);Abo gesamt (A);dav Mehrf 25 (A);dav Mitgl (A);EV-Verkauf (A);EV-Lieferung (A);Remittenden (A);Lesezirkel (A);Bordexemplare (A);Sonst Verk (A);Freist gesamt (A);davon ausgelegt (A);Zahl Auslege-Stellen (A);Reste/Belege (A);Sachgruppe;Bindeauflage;VerkAuflage;VertriebAb;Postvert_gesamt;Postvert_CDROM;Direktvertr_gesamt;Direktvertr_CDROM;Verbreitung_gesamt;Verbreitung_CDROM;Korrektur_KZ;Supplement_Gesamtverkauf;Supplement_Sonstige_Verbreitung_gesamt;Nicht_IVW-angeschlossene_Trägerobjekte;Bindeauflage (CD);VerkAuflage (CD);Freist gesamt (CD);Erschienen;ZIS-Schlüssel/PZ-Nr.
20212;1050540600;8261;Nordbayerischer Kurier Kulmbach;;Bayreuth;1100;Mo-Fr;10;8261;1411;1376;1508;;1255;;;69;199;130;;;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104449
20212;1050540600;11252;Nordbayerischer Kurier Kulmbach;davon ePaper;Bayreuth;1100;Mo-Fr;10;11252;140;140;;;96;;;;;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104449
20212;1050540600;8262;Nordbayerischer Kurier Kulmbach;;Bayreuth;1100;Sa;10;8262;1672;1636;1857;;1341;;;240;458;218;;;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104449
20212;1050540600;11253;Nordbayerischer Kurier Kulmbach;davon ePaper;Bayreuth;1100;Sa;10;11253;140;140;;;96;;;;;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104449
20212;1186001410;8263;MGT Thüringen Eichsfeld (TA+TLZ);;Erfurt;387;Mo-Sa;10;8263;14617;14530;14487;;13775;;;363;759;396;;;392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101149
20212;1186001410;9375;MGT Thüringen Eichsfeld (TA+TLZ);davon ePaper;Erfurt;387;Mo-Sa;10;9375;1279;1279;;;966;;;;;;;;313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101149
20212;1436221400;8264;Mosbacher Nachrichten RNZ 3;;Heidelberg;966;Mo-Fr;10;8264;10859;10621;10756;;9856;;;95;247;152;;;670;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101427
20212;1436221400;10102;Mosbacher Nachrichten RNZ 3;davon ePaper;Heidelberg;966;Mo-Fr;10;10102;738;738;;;94;;;;;;;;644;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101427
20212;1436221400;8265;Mosbacher Nachrichten RNZ 3;;Heidelberg;966;Sa;10;8265;12245;12018;12235;;11047;;;301;538;237;;;670;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101427
20212;1436221400;10103;Mosbacher Nachrichten RNZ 3;davon ePaper;Heidelberg;966;Sa;10;10103;738;738;;;94;;;;;;;;644;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101427
20212;1436221600;8266;Nordbadische Nachrichten RNZ 4;;Heidelberg;966;Mo-Fr;10;8266;6620;6471;6620;;5990;;;26;102;76;;;455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101421
20212;1436221600;10099;Nordbadische Nachrichten RNZ 4;davon ePaper;Heidelberg;966;Mo-Fr;10;10099;462;462;;;44;;;;;;;;418;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101421
20212;1436221600;8267;Nordbadische Nachrichten RNZ 4;;Heidelberg;966;Sa;10;8267;7020;6873;7052;;6343;;;74;174;100;;;456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101421
20212;1436221600;10100;Nordbadische Nachrichten RNZ 4;davon ePaper;Heidelberg;966;Sa;10;10100;463;463;;;44;;;;;;;;419;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101421
20212;1436225000;8268;Rhein-Neckar-Zeitung Gesamt mit Eberbacher Zeitung;;Heidelberg;966;Mo-Fr;10;8268;72746;70881;74128;;64630;;;1582;3332;1750;;;4669;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104104
20212;1436225000;10057;Rhein-Neckar-Zeitung Gesamt mit Eberbacher Zeitung;davon ePaper;Heidelberg;966;Mo-Fr;10;10057;5325;5325;;;988;;;;;;;;4337;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104104
20212;1436225000;8269;Rhein-Neckar-Zeitung Gesamt mit Eberbacher Zeitung;;Heidelberg;966;Sa;10;8269;83852;81979;86712;;72662;;;4658;7585;2927;;;4659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104104
20212;1436225000;10058;Rhein-Neckar-Zeitung Gesamt mit Eberbacher Zeitung;davon ePaper;Heidelberg;966;Sa;10;10058;5324;5324;;;988;;;;;;;;4336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104104
20212;1436221000;8270;Rhein-Neckar-Zeitung Hauptausgabe;;Heidelberg;966;Mo-Fr;10;8270;44498;43266;45399;;39027;;;1259;2483;1224;;;2980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100559
20212;1436221000;10060;Rhein-Neckar-Zeitung Hauptausgabe;davon ePaper;Heidelberg;966;Mo-Fr;10;10060;3505;3505;;;754;;;;;;;;2751;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100559
20212;1436221000;8271;Rhein-Neckar-Zeitung Hauptausgabe;;Heidelberg;966;Sa;10;8271;52511;51257;54609;;44475;;;3812;5966;2154;;;2970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100559
20212;1436221000;10061;Rhein-Neckar-Zeitung Hauptausgabe;davon ePaper;Heidelberg;966;Sa;10;10061;3504;3504;;;755;;;;;;;;2749;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100559
20212;1436221200;8272;Sinsheimer Nachrichten RNZ 2;;Heidelberg;966;Mo-Fr;10;8272;9112;8874;9262;;8161;;;149;406;257;;;564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100221
20212;1436221200;10105;Sinsheimer Nachrichten RNZ 2;davon ePaper;Heidelberg;966;Mo-Fr;10;10105;620;620;;;96;;;;;;;;524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100221
20212;1436221200;8273;Sinsheimer Nachrichten RNZ 2;;Heidelberg;966;Sa;10;8273;10419;10182;10725;;9201;;;418;813;395;;;563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100221
20212;1436221200;10106;Sinsheimer Nachrichten RNZ 2;davon ePaper;Heidelberg;966;Sa;10;10106;619;619;;;95;;;;;;;;524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100221
20212;1050400000;8274;Fränkischer Tag/ZRO Gesamt;;Bamberg;1045;Mo-Sa;11;8274;82267;81959;77369;;71656;;;2115;4100;1985;;;8188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104435
20212;1050400000;8275;Fränkischer Tag/ZRO Gesamt;davon ePaper;Bamberg;1045;Mo-Sa;10;8275;9601;9601;;;3745;;;5;5;;;;5851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104435
20212;1050420100;8278;Oberfranken Kombi Hauptausgabe;;Hof;988;Mo-Sa;10;8278;95917;92900;91558;;83422;;;3114;5694;2580;;;6364;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104431
20212;1050420100;10918;Oberfranken Kombi Hauptausgabe;davon ePaper;Hof;988;Mo-Sa;10;10918;10230;10230;;;5601;;;;;;;;4629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104431
20212;1050420100;8279;Oberfranken Kombi Hauptausgabe;;Hof;988;Mo-Fr;10;8279;94047;91028;89437;;82327;;;2361;4689;2328;;;6340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104431
20212;1050420100;10919;Oberfranken Kombi Hauptausgabe;davon ePaper;Hof;988;Mo-Fr;10;10919;10233;10233;;;5603;;;;;;;;4630;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104431
20212;1050420100;8280;Oberfranken Kombi Hauptausgabe;;Hof;988;Sa;10;8280;104380;101379;101189;;88390;;;6518;10243;3725;;;6471;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104431
20212;1050420100;10920;Oberfranken Kombi Hauptausgabe;davon ePaper;Hof;988;Sa;10;10920;10220;10220;;;5596;;;;;;;;4624;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104431
20212;1050400000;8289;Fränkischer Tag/ZRO Gesamt;;Bamberg;1045;Mo-Fr;10;8289;80550;80242;75427;;70519;;;1560;3356;1796;;;8163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104435
20212;1050400000;8276;Fränkischer Tag/ZRO Gesamt;davon ePaper;Bamberg;1045;Mo-Fr;10;8276;9615;9615;;;3744;;;5;5;;;;5866;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104435
20212;1050400000;8290;Fränkischer Tag/ZRO Gesamt;;Bamberg;1045;Sa;10;8290;90063;89752;86187;;76830;;;4641;7480;2839;;;8281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104435
20212;1050400000;8277;Fränkischer Tag/ZRO Gesamt;davon ePaper;Bamberg;1045;Sa;10;8277;9528;9528;;;3741;;;8;8;;;;5779;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104435
20212;1260200100;8306;Göttinger Tageblatt mediakombi Wirtschaftsraum;Göttingen;Göttingen;876;Mo-Sa;10;8306;40075;38969;38800;;36450;;;1737;2998;1261;;;782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VK;;;;;;;;104439
20212;1260200100;8306;Göttinger Tageblatt mediakombi Wirtschaftsraum;Göttingen;Göttingen;876;Mo-Sa;10;8306;39768;38664;38511;;36170;;;1724;2975;1251;;;770;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104439
20212;1260200100;9203;Göttinger Tageblatt mediakombi Wirtschaftsraum;davon ePaper;Göttingen;876;Mo-Sa;10;9203;3339;3339;;;2906;;;5;5;;;;428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VK;;;;;;;;104439
20212;1260200100;9203;Göttinger Tageblatt mediakombi Wirtschaftsraum;davon ePaper;Göttingen;876;Mo-Sa;10;9203;3303;3303;;;2879;;;5;5;;;;419;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104439
20212;1260200100;8307;Göttinger Tageblatt mediakombi Wirtschaftsraum;Göttingen;Göttingen;876;Mo-Fr;10;8307;39087;37997;37661;;35977;;;1246;2354;1108;;;774;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VK;;;;;;;;104439
20212;1260200100;8307;Göttinger Tageblatt mediakombi Wirtschaftsraum;Göttingen;Göttingen;876;Mo-Fr;10;8307;38780;37692;37372;;35697;;;1233;2331;1098;;;762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104439
20212;1260200100;9204;Göttinger Tageblatt mediakombi Wirtschaftsraum;davon ePaper;Göttingen;876;Mo-Fr;10;9204;3337;3337;;;2907;;;2;2;;;;428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VK;;;;;;;;104439
20212;1260200100;9204;Göttinger Tageblatt mediakombi Wirtschaftsraum;davon ePaper;Göttingen;876;Mo-Fr;10;9204;3301;3301;;;2880;;;2;2;;;;419;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104439
20212;1260200100;8308;Göttinger Tageblatt mediakombi Wirtschaftsraum;Göttingen;Göttingen;876;Sa;10;8308;45105;43918;44598;;38862;;;4228;6268;2040;;;828;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VK;;;;;;;;104439
20212;1260200100;8308;Göttinger Tageblatt mediakombi Wirtschaftsraum;Göttingen;Göttingen;876;Sa;10;8308;44798;43613;44309;;38582;;;4215;6245;2030;;;816;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104439
20212;1260200100;9205;Göttinger Tageblatt mediakombi Wirtschaftsraum;davon ePaper;Göttingen;876;Sa;10;9205;3351;3351;;;2906;;;17;17;;;;428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VK;;;;;;;;104439
20212;1260200100;9205;Göttinger Tageblatt mediakombi Wirtschaftsraum;davon ePaper;Göttingen;876;Sa;10;9205;3315;3315;;;2879;;;17;17;;;;419;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104439
20212;1260200200;8309;Göttinger Tageblatt mediakombi;Wirtschaftsraum Hannover Süd;Göttingen;876;Mo-Sa;10;8309;28137;27648;31306;;25663;;;1009;1527;518;;;976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104440
20212;1260200200;9558;Göttinger Tageblatt mediakombi;davon ePaper;Göttingen;876;Mo-Sa;10;9558;1519;1519;;;554;;;4;4;;;;961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104440
20212;1260200200;8310;Göttinger Tageblatt mediakombi;Wirtschaftsraum Hannover Süd;Göttingen;876;Mo-Fr;10;8310;27986;27493;31138;;25616;;;902;1407;505;;;975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104440
20212;1260200200;9559;Göttinger Tageblatt mediakombi;davon ePaper;Göttingen;876;Mo-Fr;10;9559;1519;1519;;;554;;;4;4;;;;961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104440
20212;1260200200;8311;Göttinger Tageblatt mediakombi;Wirtschaftsraum Hannover Süd;Göttingen;876;Sa;10;8311;28909;28421;32159;;25881;;;1555;2136;581;;;985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104440
20212;1260200200;9560;Göttinger Tageblatt mediakombi;davon ePaper;Göttingen;876;Sa;10;9560;1520;1520;;;554;;;4;4;;;;962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104440
20212;4107001000;8319;MieterZeitung;;Berlin;6161;6 x jähr;11;8319;476204;475166;478775;;458970;;458143;;;;;;16196;1038;;;;;;;;;;;;;;;;;;;;;;449;;;;;;;;;;;;;;;;;;564977
20212;2220421152;8320;TV für mich;;Ismaning;6329;14-tgl;11;8320;389851;389719;561325;;42726;;;345881;515870;169989;19;;1093;132;;;;;2110;2110;;;42;;;2068;4543;2475;;;;;;;;202;;;;;;;;;;;;;;;;;;567867
20212;5720711272;8322;chrismon;;Frankfurt;3163;mtl;11;8322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1414044;1969;218000;;;;;586681
20212;3010501300;8329;Journal;;Celle;4882;4 x jähr;11;8329;37770;;40431;;;;;;;;;;;37770;;;;;;;;;;;;;;;;;;;;;;305;;;;;;;;;;;;;;;;;;
20212;3020655072;8330;PflegenIntensiv;;Melsungen;1094;4 x jähr;11;8330;2835;2677;3100;;2671;;;3;3;;;;3;158;50;1;;;127;127;;;126;;;1;1;;;;;;;;;311;;;;;;;;;;;;;;;;;;
20212;2220901100;8331;WOCHE HEUTE;;Hamburg;890;woe;11;8331;148850;148842;226613;;425;;;148399;225550;77151;1;;17;8;;;;;4420;4420;;;9;;;4410;7762;3352;1;;;;;;;203;;;;;;;;;;;;;;;;;;531019
20212;2230911300;8339;Westfalium;;Münster;6208;3-mtl;11;8339;9969;4128;13000;;2322;27;16;271;1018;747;32;;1503;5841;3239;44;;;4;4;;;4;;;;;;;;;;;;;271;;;;;;;;;;;;;;;;;;541393
20212;2240401500;8340;Lydia;;Asslar;6433;vtl-jähr;11;8340;45946;40635;55000;;36382;347;;368;368;;;;3885;5311;;;;;8271;7667;;;7035;145;;37;37;;;;595;604;;;;269;;;;;;;;;;;;;;;;;;514186
20212;2220921082;8341;FREIZEIT pur;;B186EW BIRMINGHAM;6210;5-woe;11;8341;146468;146458;232142;;;;;146458;231966;85508;;;;10;;;;;7436;7436;;;;;;7436;18529;11093;;;;;;;;205;;;;;;;;;;;;;;;;;;534797
20212;1207201000;8342;Frankfurter Allgemeine + Frankfurter Allgemeine;Sonntagszeitung;Frankfurt;832;Mo-Sa+So;10;8342;426536;408253;411023;;309281;;;53534;153164;99630;;13133;32305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VK;;;;;;;;102803
20212;1207201000;8342;Frankfurter Allgemeine + Frankfurter Allgemeine;Sonntagszeitung;Frankfurt;832;Mo-Sa+So;10;8342;479582;461299;411023;;309281;;;106580;153164;46584;;13133;32305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102803
20212;1207201000;9193;Frankfurter Allgemeine + Frankfurter Allg. Sonntag;davon ePaper;Frankfurt;832;Mo-Sa+So;10;9193;116003;116003;;;88234;;;199;199;;;507;27063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102803
20212;1207201000;8343;Frankfurter Allgemeine + Frankfurter Allgemeine;Sonntagszeitung;Frankfurt;832;Mo-Fr+So;10;8343;424627;406243;406964;;308069;;;52664;149311;96647;;13425;32085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VK;;;;;;;;102803
20212;1207201000;8343;Frankfurter Allgemeine + Frankfurter Allgemeine;Sonntagszeitung;Frankfurt;832;Mo-Fr+So;10;8343;476908;458524;406964;;308069;;;104945;149311;44366;;13425;32085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102803
20212;1207201000;9194;Frankfurter Allgemeine + Frankfurter Allg. Sonntag;davon ePaper;Frankfurt;832;Mo-Fr+So;10;9194;115245;115245;;;87718;;;196;196;;;509;26822;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102803
20212;1207201000;8344;Frankfurter Allgemeine + Frankfurter Allgemeine;Sonntagszeitung;Frankfurt;832;Sa+So;10;8344;436072;418295;431321;;315335;;;57877;172426;114549;;11673;33410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VK;;;;;;;;102803
20212;1207201000;8344;Frankfurter Allgemeine + Frankfurter Allgemeine;Sonntagszeitung;Frankfurt;832;Sa+So;10;8344;493459;475682;431321;;315335;;;115264;172426;57162;;11673;33410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102803
20212;1207201000;9195;Frankfurter Allgemeine + Frankfurter Allg. Sonntag;davon ePaper;Frankfurt;832;Sa+So;10;9195;119790;119790;;;90810;;;212;212;;;498;28270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102803
20212;1900090000;8345;Frankfurter Allgemeine Sonntagszeitung;Regional Rhein-Main (RMM);Frankfurt;832;So;10;8345;61724;59827;54127;;48129;;;4604;9447;4843;;2455;4639;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101784
20212;1900090000;11380;Frankfurter Allgemeine Sonntagszeitung;davon ePaper;Frankfurt;832;So;10;11380;12463;12463;;;8494;;;;;;;;3969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101784
20212;2230911300;8346;Westfalium;zzgl. frühere Berichtszeiträume;Münster;6208;;10;8346;8;5;8;;;;;;;;;;5;3;;;;;;;;;;;;;;;;;;;;;;271;;;;;;;;;;;;;;;;;;541393
20212;2221913022;8348;Liebes Land Die beste Art zu leben;;Baden-Baden;1258;6 x jähr;11;8348;57690;56843;136850;;5262;5;;51156;129852;78696;416;;9;847;;;;;6086;6079;;;193;;;5886;19620;13734;;;;7;;;;208;;;;;;;;;;;;;;;;;;509546
20212;3020101382;8349;erfolgreiche Apotheke, Die;;TRIESEN;6217;mtl;11;8349;17589;6;18500;;6;;;;;;;;;17583;;;;;;;;;;;;;;;;;;;;;;313;;;;;;;;;;;;;;;;;;
20212;2260401200;8351;Pferd & Co;;Stuttgart;4700;6-woe;11;8351;37947;37945;85250;;1652;;;36290;78178;41888;;;3;2;;;;;8586;8586;;;419;;;8167;18420;10253;;;;;;;;224;;;;;;;;;;;;;;;;;;536065
20212;3050602032;8353;TRENDKOMPASS;;Essen;543;10 x jähr;11;8353;2261;;2600;;;;;;;;;;;2261;;;;;50;;;;;;;;;;;;;50;;;;302;;;;;;;;;;;;;;;;;;
20212;3160101073;8357;AT MINERAL PROCESSING EUROPE;;Gütersloh;887;10 x jähr;11;8357;1745;415;2000;;413;;;;;;;;2;1330;;;;;1337;104;;;104;;;;;;;;;1233;;;;305;;;;;;;;;;;;;;;;;;0
20212;3160101074;8358;AT MINERAL PROCESSING WORLDWIDE;;Gütersloh;887;5 x jähr;11;8358;3648;;4000;;;;;;;;;;;3648;;;;;3629;;;;;;;;;;;;;3629;;;;305;;;;;;;;;;;;;;;;;;0
20212;2231201032;8443;BUNDmagazin;;Berlin;6265;4 x jähr;11;8443;198752;152946;211616;;152946;;152946;;;;;;;45806;;;;;706;639;;;639;;639;;;;;;;67;;;;216;;;;;;;;;;;;;;;;;;594804
20212;2230801032;8445;FOTOTEST;;Neuried;6271;6 x jähr;11;8445;5292;5088;20936;;657;;;4431;19462;15031;;;;204;;;;;746;745;;;80;;;665;2220;1555;;;;1;;;;215;;;;;;;;;;;;;;;;;;531230
20212;2220701642;8448;Total tierlieb!;;Stuttgart;4700;6-woe;11;8448;39413;39413;78000;;522;;;38891;77296;38405;;;;;;;;;13116;13116;;;522;;;12594;21875;9281;;;;;;;;224;;;;;;;;;;;;;;;;;;537583
20212;3010201862;8449;FINANCE - Das Magazin für Finanzchefs;;Frankfurt;6277;6 x jähr;11;8449;14273;8564;15000;;5247;;2872;54;628;574;;3000;263;5709;210;2;;;217;185;;;130;;1;5;60;55;;;50;32;;;;301;;;;;;;;;;;;;;;;;;
20212;2260401022;8454;playmobil magazin;;Stuttgart;4700;6-woe;11;8454;42559;42556;100000;;2479;;;39812;96497;56685;;;265;3;;;;;9517;9517;;;319;;;9197;19830;10633;;;1;;;;;224;;;;;;;;;;;;;;;;;;556895
20212;3762616092;8458;VersicherungsJournal Extrablatt;;Ahrensburg;6287;4 x jähr;11;8458;13285;;14020;;;;;;;;;;;13285;;;;;;;;;;;;;;;;;;;;;;315;;;;;;;;;;;;;;;;;;
20212;2230701000;8464;AUTO BILD klassik;;Hamburg;4075;mtl;11;8464;70674;70367;122299;;21340;;;46864;99457;52593;65;102;1996;307;;;;;7103;7103;;;531;;;6466;15790;9324;3;18;85;;;;;213;;;;;;;;;;;;;;;;;;548245
20212;2230701000;9889;AUTO BILD klassik;davon ePaper;Hamburg;4075;mtl;12;9889;2434;2434;;;160;;;198;198;;;102;1974;;;;;;;;;;;;;;;;;;;;;;;213;;;;;;;;;;;;;;;;;;548245
20212;3110701193;8474;MESSE DIREKT Gruppe A;;Hanau;6297;1 x jähr;11;8474;;;;;;;;;;;;;;;;;;Auflagenmeldung nicht eingetroffen;;;;;;;;;;;;;;;;;;304;;;;;;;;;;;;;;;;;;
20212;3110701194;8475;MESSE DIREKT Gruppe B;;Hanau;6297;3 x jähr;11;8475;;;;;;;;;;;;;;;;;;Auflagenmeldung nicht eingetroffen;;;;;;;;;;;;;;;;;;304;;;;;;;;;;;;;;;;;;
20212;3110701195;8476;MESSE DIREKT Gruppe C;;Hanau;6297;;11;8476;;;;;;;;;;;;;;;;;;Auflagenmeldung nicht eingetroffen;;;;;;;;;;;;;;;;;;304;;;;;;;;;;;;;;;;;;
20212;3110701196;8477;MESSE DIREKT Gruppe D;;Hanau;6297;;11;8477;;;;;;;;;;;;;;;;;;Auflagenmeldung nicht eingetroffen;;;;;;;;;;;;;;;;;;304;;;;;;;;;;;;;;;;;;
20212;3110701197;8478;MESSE DIREKT Gruppe E;;Hanau;6297;;11;8478;;;;;;;;;;;;;;;;;;Auflagenmeldung nicht eingetroffen;;;;;;;;;;;;;;;;;;304;;;;;;;;;;;;;;;;;;
20212;3110701198;8479;MESSE DIREKT Gruppe F;;Hanau;6297;;11;8479;;;;;;;;;;;;;;;;;;Auflagenmeldung nicht eingetroffen;;;;;;;;;;;;;;;;;;304;;;;;;;;;;;;;;;;;;
20212;3110701199;8480;MESSE DIREKT Gruppe G;;Hanau;6297;;11;8480;;;;;;;;;;;;;;;;;;Auflagenmeldung nicht eingetroffen;;;;;;;;;;;;;;;;;;304;;;;;;;;;;;;;;;;;;
20212;2240401365;8482;Glaube + Heimat - Gesamt;;Weimar;495;woe;11;8482;8764;6867;10092;;6867;;;;;;;;;1897;;;;;24;18;;;18;;;;;;;;;6;;;;272;;;;;;;;;;;;;;;;;;526872
20212;3010202010;8486;automotiveIT;;Pattensen;6304;8 x jähr;11;8486;7837;;8000;;;;;;;;;;;7837;200;2;;;330;;;;;;;;;;;;;330;;;;301;;;;;;;;;;;;;;;;;;
20212;3023003192;8487;Wund Management;;Wiesbaden;1351;6 x jähr;11;8487;7367;7172;7300;;6809;;6258;;;;;;363;195;;;;;1245;1220;;;1140;;1050;;;;;;80;25;;;;311;;;;;;;;;;;;;;;;;;
20212;3023003192;12144;Wund Management;davon ePaper;Wiesbaden;1351;6 x jähr;12;12144;347;336;;;100;;62;;;;;;236;11;;;;;;;;;;;;;;;;;;;;;;311;;;;;;;;;;;;;;;;;;
20212;2230911332;8492;BERLIN BOXX;;Berlin;6313;6 x jähr;11;8492;6566;4;11000;;4;;;;;;;;;6562;5590;83;;;;;;;;;;;;;;;;;;;;271;;;;;;;;;;;;;;;;;;500476
20212;3020501142;8497;Naturheilkunde Journal;;Kulmbach;4437;mtl;11;8497;9973;696;10100;;691;;387;1;1;;;;4;9277;17;1;;;64;37;;;37;;4;;;;;;;27;;;;311;;;;;;;;;;;;;;;;;;
20212;2260601085;8498;audimax JUR.A Rechtswissenschaften;;Nürnberg;850;;10;8498;12050;;12500;;;;;;;;;;;12050;12050;245;;;;;;;;;;;;;;;;;;;;201;;;;;;;;;;;;;;;;;;505736
20212;2221001082;8505;Freizeit Monat;;Wolfsburg;4856;5-woe;11;8505;181574;181574;261634;;;;;181574;256799;75225;;;;;;;;;27499;27499;;;;;;27499;45850;18351;;;;;;;;205;;;;;;;;;;;;;;;;;;512343
20212;3060401122;8506;SCHLEIFEN & POLIEREN;;Velbert;153;2-mtl;11;8506;2776;326;3100;;326;;;;;;;;;2450;;;;;65;65;;;65;;;;;;;;;;;;;303;;;;;;;;;;;;;;;;;;
