Quartal;IVW-Nr.;Titel-Nr.;Titel;Zusatz;Ort;Verlagsnummer;Erscheinungsweisen;Kennzeichen Statistik;Mitgliedsnummer;Verbreitung;Verkauf;Druckauflage gesamt;Verkauf zur Weitergabe an Kunden;Abo gesamt;dav Mehrf 25;dav Mitgl;EV-Verkauf;EV-Lieferung;Remittenden;Lesezirkel;Bordexemplare;Sonst Verk;Freist gesamt;davon ausgelegt;Zahl Auslege-Stellen;Reste/Belege;Sonderhinweis;Verbreitung (Ausland);Verkauf (Ausland);Druckauflage gesamt (A);Verkauf zur Weitergabe an Kunden (A);Abo gesamt (A);dav Mehrf 25 (A);dav Mitgl (A);EV-Verkauf (A);EV-Lieferung (A);Remittenden (A);Lesezirkel (A);Bordexemplare (A);Sonst Verk (A);Freist gesamt (A);davon ausgelegt (A);Zahl Auslege-Stellen (A);Reste/Belege (A);Sachgruppe;Bindeauflage;VerkAuflage;VertriebAb;Postvert_gesamt;Postvert_CDROM;Direktvertr_gesamt;Direktvertr_CDROM;Verbreitung_gesamt;Verbreitung_CDROM;Korrektur_KZ;Supplement_Gesamtverkauf;Supplement_Sonstige_Verbreitung_gesamt;Nicht_IVW-angeschlossene_Trägerobjekte;Bindeauflage (CD);VerkAuflage (CD);Freist gesamt (CD);Erschienen;ZIS-Schlüssel/PZ-Nr.
20212;1431000000;7056;Volksstimme Gesamt;davon ePaper;Magdeburg;295;Mo-Sa;12;7056;9279;8783;;;4618;;;;;;;;4165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101673
20212;1431001000;138;Volksstimme Magdeburg;;Magdeburg;295;Mo-Sa;10;138;34765;34046;34350;;30396;;;1793;3415;1622;;;1857;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101091
20212;1431001000;7059;Volksstimme Magdeburg;davon ePaper;Magdeburg;295;Mo-Sa;10;7059;2986;2870;;;1534;;;;;;;;1336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101091
20212;2221901032;140;Schöner wohnen;;Hamburg;897;mtl;11;140;153809;150366;208933;;37892;;;67041;121520;54479;42497;1307;1629;3443;;;;;15942;15670;;;2518;;;11154;22849;11695;1712;69;217;272;;;;208;;;;;;;;;;;;;;;;;;501571
20212;2221901032;10949;Schöner wohnen;davon ePaper;Hamburg;897;mtl;12;10949;2284;2284;;;539;;;96;96;;;1307;342;;;;;;;;;;;;;;;;;;;;;;;208;;;;;;;;;;;;;;;;;;501571
20212;2231401052;142;stereoplay;;Haar;804;mtl;11;142;17700;17263;31666;;5487;;;9001;24764;15763;100;65;2610;437;;;;;1431;1420;;;434;;;979;3153;2174;;;7;11;;;;215;;;;;;;;;;;;;;;;;;545421
20212;2231401052;9650;stereoplay;davon ePaper;Haar;804;mtl;12;9650;2742;2742;;;315;;;360;360;;;65;2002;;;;;;;;;;;;;;;;;;;;;;;215;;;;;;;;;;;;;;;;;;545421
20212;2220101072;143;Stern;;Hamburg;897;woe;11;143;363969;360475;420617;;160670;;;91675;171626;79951;72510;20865;14755;3494;;;;;9868;9814;;;1274;;;6665;17628;10963;1413;71;391;54;;;;201;;;;;;;;;;;;;;;;;;570555
20212;2220101072;10463;Stern;davon ePaper;Hamburg;897;woe;12;10463;27818;27818;;;14305;;;192;192;;;797;12524;;;;;;;;;;;;;;;;;;;;;;;201;;;;;;;;;;;;;;;;;;570555
20212;2290601062;146;ST. GEORG;;Hamburg;904;mtl;11;146;25259;24886;37463;;17363;;6877;3524;14607;11083;3726;;273;373;;;;;1280;1256;;;934;;127;294;1266;972;;;28;24;;;;214;;;;;;;;;;;;;;;;;;540484
20212;2240401252;148;Heinrichsblatt;;Bamberg;4009;woe;11;148;18652;16629;19600;;14937;;;24;35;11;;;1668;2023;;;;;40;32;;;7;;;;;;;;25;8;;;;272;;;;;;;;;;;;;;;;;;514496
20212;1431002800;151;Volksstimme Gardelegen/Klötze;;Magdeburg;295;Mo-Sa;10;151;8005;7807;8210;;7426;;;136;345;209;;;245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101696
20212;1431002800;7054;Volksstimme Gardelegen/Klötze;davon ePaper;Magdeburg;295;Mo-Sa;10;7054;407;369;;;179;;;;;;;;190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101696
20212;2290801032;153;tennis MAGAZIN (inkl. WTB-Magazin und BTV-Magazin);;Hamburg;904;10 x jähr;11;153;22812;20552;32514;;12236;;6538;1859;10639;8780;220;29;6208;2260;;;;;1143;1123;;;495;;1;586;2089;1503;;6;36;20;;;;214;;;;;;;;;;;;;;;;;;535702
20212;2290801032;11267;tennis MAGAZIN (inkl. WTB-Magazin und BTV-Magazin);davon ePaper;Hamburg;904;10 x jähr;12;11267;391;391;;;93;;;37;37;;;29;232;;;;;;;;;;;;;;;;;;;;;;;214;;;;;;;;;;;;;;;;;;535702
20212;2220901172;155;Tina;;Hamburg;890;woe;11;155;271093;270137;389768;;61137;;;186646;306046;119400;11158;;11196;956;;;;;23040;23019;;;4339;;;17212;32419;15207;1250;;218;21;;;;203;;;;;;;;;;;;;;;;;;587144
20212;2220901172;11284;Tina;davon ePaper;Hamburg;890;woe;12;11284;1937;1937;;;85;;;125;125;;;;1727;;;;;;;;;;;;;;;;;;;;;;;203;;;;;;;;;;;;;;;;;;587144
20212;2220401117;156;TV-Hören und Sehen;;Hamburg;890;woe;11;156;455390;453253;527310;;284980;;;165316;234044;68728;2743;;214;2137;;;;;1746;1728;;;416;;;1312;2558;1246;;;;18;;;;202;;;;;;;;;;;;;;;;;;576072
20212;2240301102;163;Unsere Kirche;;Bielefeld;1358;woe;11;163;21572;21067;17758;;14031;;;;;;;;7036;505;;;;;;;;;;;;;;;;;;;;;;272;;;;;;;;;;;;;;;;;;599394
20212;2240301102;11532;Unsere Kirche;davon ePaper;Bielefeld;1358;woe;12;11532;4486;4484;;;187;;;;;;;;4297;2;;;;;;;;;;;;;;;;;;;;;;272;;;;;;;;;;;;;;;;;;599394
20212;2231401062;165;Video;;Haar;804;11 x jähr;11;165;7534;7310;18049;;5145;;;1784;11381;9597;225;;156;224;;;;;537;533;;;340;;;188;1335;1147;;;5;4;;;;215;;;;;;;;;;;;;;;;;;553021
20212;1431002600;167;Volksstimme Osterburg/Havelberg;;Magdeburg;295;Mo-Sa;10;167;7674;7537;7754;;7116;;;184;368;184;;;237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100068
20212;1431002600;7060;Volksstimme Osterburg/Havelberg;davon ePaper;Magdeburg;295;Mo-Sa;10;7060;376;340;;;150;;;;;;;;190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100068
20212;2220921122;168;Vogue;;München;1117;mtl;11;168;105385;103908;157414;;49766;;;41465;90390;48925;9251;595;2831;1477;;;;;17160;16900;;;3140;;;12256;24025;11769;1251;;253;260;;;;205;;;;;;;;;;;;;;;;;;599941
20212;2220921122;9465;Vogue;davon ePaper;München;1117;mtl;12;9465;1011;1011;;;652;;;146;146;;;;213;;;;;;;;;;;;;;;;;;;;;;;205;;;;;;;;;;;;;;;;;;599941
20212;2231201052;169;Wild und Hund;;Singhofen;917;2 x mtl;11;169;40212;38733;53073;;34036;;;4117;17202;13085;88;;492;1479;;;;;3184;3138;;;2800;;;338;1406;1068;;;;46;;;;216;;;;;;;;;;;;;;;;;;575069
20212;2231201052;11377;Wild und Hund;davon ePaper;Singhofen;917;2 x mtl;12;11377;688;688;;;227;;;31;31;;;;430;;;;;;;;;;;;;;;;;;;;;;;216;;;;;;;;;;;;;;;;;;575069
20212;2221901062;173;Wohnidee;;Hamburg;890;mtl;11;173;87944;87489;124205;;16182;;;31952;69310;37358;24262;;15093;455;;;;;3584;3577;;;580;;;2693;6783;4090;37;;267;7;;;;208;;;;;;;;;;;;;;;;;;510006
20212;2221901062;10301;Wohnidee;davon ePaper;Hamburg;890;mtl;12;10301;3541;3541;;;97;;;272;272;;;;3172;;;;;;;;;;;;;;;;;;;;;;;208;;;;;;;;;;;;;;;;;;510006
20212;2220411032;174;Die Zwei;;Baden-Baden;6921;woe;11;174;59897;59211;118223;;8956;;;50168;108031;57863;50;;37;686;;;;;7017;7003;;;112;;;6891;17034;10143;;;;14;;;;202;;;;;;;;;;;;;;;;;;504536
20212;2290901082;175;Yacht;;Bielefeld;1367;14-tgl;11;175;40946;40395;49600;;27841;;1270;7119;22671;15552;;;5435;551;;;;;4888;4796;;;3967;;1;827;2744;1917;;;2;92;;;;214;;;;;;;;;;;;;;;;;;549217
20212;2290901082;11272;Yacht;davon ePaper;Bielefeld;1367;14-tgl;12;11272;7789;7789;;;2070;;38;304;304;;;;5415;;;;;;;;;;;;;;;;;;;;;;;214;;;;;;;;;;;;;;;;;;549217
20212;2221903022;179;Wohnen - Ideen für Ihr Zuhause;;Berlin;4718;4 x jähr;11;179;850303;850303;850637;;;;;;;;;;850303;;;;;;10337;10337;;;;;;;;;;;10337;;;;;208;;;;;;;;;;;;;;;;;;558979
20212;2260401032;180;Micky Maus;;Berlin;1288;14-tgl;11;180;73381;72818;119536;;9018;;;53898;98740;44842;9681;;221;563;;;;;6235;6230;;;1242;;;4759;9741;4982;194;;35;5;;;;224;;;;;;;;;;;;;;;;;;528448
20212;2290211032;182;Tour das Radmagazin;;Bielefeld;1367;mtl;11;182;56324;55555;89517;;30794;22;;19042;58184;39142;;;5719;769;;;;;9044;8845;;;4890;;;3954;12026;8072;;;1;199;;;;214;;;;;;;;;;;;;;;;;;592878
20212;2290211032;11271;Tour das Radmagazin;davon ePaper;Bielefeld;1367;mtl;12;11271;7652;7652;;;1301;;;695;695;;;;5656;;;;;;;;;;;;;;;;;;;;;;;214;;;;;;;;;;;;;;;;;;592878
20212;0977-00202;183;Katholische SonntagsZeitung;für das Bistum Augsburg (Regionalausgabe);Augsburg;697;woe;10;183;14903;13820;15365;;13594;;;226;300;74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102350
20212;2260601012;184;Academia;;Bad Honnef;1116;2-mtl;11;184;24916;22546;28000;;22546;;22546;;;;;;;2370;;;;;1980;1980;;;1980;;1980;;;;;;;;;;;269;;;;;;;;;;;;;;;;;;528359
20212;2231201012;186;Deutsche Jagd-Zeitung;;Singhofen;917;mtl;11;186;31451;30132;45990;;25054;;;4650;19422;14772;20;;408;1319;;;;;1304;1279;;;928;;;351;1341;990;;;;25;;;;216;;;;;;;;;;;;;;;;;;567795
20212;2231201012;11376;Deutsche Jagd-Zeitung;davon ePaper;Singhofen;917;mtl;12;11376;554;554;;;163;;;39;39;;;;352;;;;;;;;;;;;;;;;;;;;;;;216;;;;;;;;;;;;;;;;;;567795
20212;2220901072;191;Frau mit Herz;;Baden-Baden;1006;woe;11;191;42914;41945;108142;;13386;;;28274;80410;52136;254;;31;969;;;;;4701;4699;;;226;;;4346;14622;10276;127;;;2;;;;203;;;;;;;;;;;;;;;;;;562270
20212;2220911032;193;Für Sie (klassisches und Pocket-Format);;Hamburg;6428;14-tgl;11;193;160107;156774;215623;;69852;;;32673;98286;65613;51146;;3103;3333;;;;;8448;8442;;;170;;;3489;12690;9201;4783;;;6;;;;204;;;;;;;;;;;;;;;;;;598609
20212;2220911032;11259;Für Sie (klassisches und Pocket-Format);davon ePaper;Hamburg;6428;14-tgl;12;11259;10600;10600;;;7517;;;210;210;;;;2873;;;;;;;;;;;;;;;;;;;;;;;204;;;;;;;;;;;;;;;;;;598609
20212;2220911032;8671;Für Sie;davon Pocket-Format;Hamburg;6428;14-tgl;10;8671;;;;;;;;;;;;;;;;;;Im Berichtszeitraum nicht erschienen;;;;;;;;;;;;;;;;;;204;;;;;;;;;;;;;;;;;;598609
20212;1431002400;194;Volksstimme Salzwedel;;Magdeburg;295;Mo-Sa;10;194;5809;5653;6016;;5356;;;118;326;208;;;179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101180
20212;1431002400;7061;Volksstimme Salzwedel;davon ePaper;Magdeburg;295;Mo-Sa;10;7061;271;243;;;110;;;;;;;;133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101180
20212;2240401142;195;Kirchenzeitung für das Erzbistum Köln;;Köln;1026;woe;11;195;20471;19006;23794;;19006;;;;;;;;;1465;;;;;95;88;;;88;;;;;;;;;7;;;;272;;;;;;;;;;;;;;;;;;523199
20212;1431003000;197;Volksstimme Stendal;;Magdeburg;295;Mo-Sa;10;197;12645;12409;12696;;11642;;;369;741;372;;;398;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100255
20212;1431003000;7064;Volksstimme Stendal;davon ePaper;Magdeburg;295;Mo-Sa;10;7064;581;557;;;253;;;;;;;;304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100255
20212;2221701052;199;Wohnglück;;Düsseldorf;4489;vtl-jähr;11;199;878150;835799;882214;;;;;;;;;;835799;42351;;;;;2488;2488;;;;;;;;;;;2488;;;;;208;;;;;;;;;;;;;;;;;;577637
20212;2240301072;200;Evangelische Zeitung - 3 Ausgaben;(Hamburg, Niedersachsen, Schleswig-Holstein);Kiel;1013;woe;11;200;8810;8292;8399;;7584;;;;;;;;708;518;;;;;95;95;;;;;;;;;;;95;;;;;272;;;;;;;;;;;;;;;;;;598794
20212;2240301072;11854;Evangelische Zeitung - 3 Ausgaben;davon ePaper;Kiel;1013;woe;12;11854;460;262;;;262;;;;;;;;;198;;;;;;;;;;;;;;;;;;;;;;272;;;;;;;;;;;;;;;;;;598794
20212;2220921092;203;Petra (klassisches und Pocketformat);;Hamburg;6428;10 x jähr;11;203;56125;53935;126787;;9468;;;19726;93661;73935;21251;;3490;2190;;;;;4212;4198;;;44;;;2337;10643;8306;1817;;;14;;;;205;;;;;;;;;;;;;;;;;;522687
20212;2220921092;11260;Petra (klassisches und Pocketformat);davon ePaper;Hamburg;6428;10 x jähr;12;11260;4469;4469;;;1024;;;207;207;;;;3238;;;;;;;;;;;;;;;;;;;;;;;205;;;;;;;;;;;;;;;;;;522687
20212;2220921092;7830;Petra;davon Pocketformat;Hamburg;6428;10 x jähr;10;7830;6686;6612;35467;;150;;;6462;35096;28634;;;;74;;;;;716;709;;;;;;709;3608;2899;;;;7;;;;205;;;;;;;;;;;;;;;;;;522687
20212;1431004000;204;Volksstimme Wernigerode;;Magdeburg;295;Mo-Sa;10;204;13738;13517;13541;;12409;;;534;1048;514;;;574;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101642
20212;1431004000;7065;Volksstimme Wernigerode;davon ePaper;Magdeburg;295;Mo-Sa;10;7065;966;933;;;535;;;;;;;;398;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101642
20212;2280101042;205;Publik-Forum;;Oberursel;841;14-tgl;11;205;37527;35552;35141;;32949;;;30;62;32;;;2573;1975;;;;;1954;1895;;;1880;;;;;;;;15;59;;;;201;;;;;;;;;;;;;;;;;;523989
20212;2280101042;10465;Publik-Forum;davon ePaper;Oberursel;841;14-tgl;12;10465;2924;2924;;;609;;;;;;;;2315;;;;;;;;;;;;;;;;;;;;;;;201;;;;;;;;;;;;;;;;;;523989
20212;2230401022;206;selber machen;;München;6878;mtl;11;206;57835;56615;69767;;23492;9;;16967;34732;17765;9847;;6309;1220;;;;;2007;1974;;;842;;;1092;2398;1306;28;;12;33;;;;225;;;;;;;;;;;;;;;;;;516988
20212;2230401022;11342;selber machen;davon ePaper;München;6878;mtl;12;11342;6627;6627;;;108;;;689;689;;;;5830;;;;;;;;;;;;;;;;;;;;;;;225;;;;;;;;;;;;;;;;;;516988
20212;2231401042;207;Stereo;;Euskirchen;726;mtl;11;207;13352;12976;29669;;4528;;;7694;24782;17088;67;;687;376;;;;;1392;1377;;;367;;;999;3150;2151;;;11;15;;;;215;;;;;;;;;;;;;;;;;;587254
20212;2231401042;10289;Stereo;davon ePaper;Euskirchen;726;mtl;12;10289;1110;1110;;;419;;;238;238;;;;453;;;;;;;;;;;;;;;;;;;;;;;215;;;;;;;;;;;;;;;;;;587254
20212;2230901342;208;Tip - Berlinmagazin;;Berlin;6844;14-tgl;11;208;16571;15689;20650;;5898;;;3536;9740;6204;2889;;3366;882;;;;;5;5;;;5;;;;;;;;;;;;;271;;;;;;;;;;;;;;;;;;507575
20212;2230901342;9486;Tip - Berlinmagazin;davon ePaper;Berlin;6844;14-tgl;12;9486;3100;3100;;;47;;;22;22;;;;3031;;;;;;;;;;;;;;;;;;;;;;;271;;;;;;;;;;;;;;;;;;507575
20212;2230301232;209;TOURENFAHRER/MotorradReisen;;Unna;548;mtl;11;209;27583;26773;47314;;13177;;;11577;34049;22472;;;2019;810;;;;;3551;3329;;;1359;;;1831;6020;4189;;;139;222;;;;213;;;;;;;;;;;;;;;;;;509342
20212;2230301232;10290;TOURENFAHRER/MotorradReisen;davon ePaper;Unna;548;mtl;12;10290;3216;2775;;;1138;;;134;134;;;;1503;441;;;;;;;;;;;;;;;;;;;;;;213;;;;;;;;;;;;;;;;;;509342
20212;2220921112;210;Vital (klassisches und Pocketformat);;Hamburg;6428;mtl;11;210;90916;88998;148649;;16191;;;24893;84004;59111;46349;;1565;1918;;;;;7232;7221;;;737;;;3776;13862;10086;2708;;;11;;;;205;;;;;;;;;;;;;;;;;;540184
20212;2220921112;11261;Vital (klassisches und Pocketformat);davon ePaper;Hamburg;6428;mtl;12;11261;2325;2325;;;699;;;118;118;;;;1508;;;;;;;;;;;;;;;;;;;;;;;205;;;;;;;;;;;;;;;;;;540184
20212;2220921112;8698;Vital;davon Pocketformat;Hamburg;6428;mtl;10;8698;5404;5329;21167;;151;;;5178;20861;15683;;;;75;;;;;580;580;;;;;;580;2602;2022;;;;;;;;205;;;;;;;;;;;;;;;;;;540184
20212;2310101032;211;Wirtschaftswoche;;Düsseldorf;6170;woe;11;211;130739;99564;68973;;76980;;7033;4649;19933;15284;2744;23;15168;31175;;;;;1152;999;;;656;;15;251;1400;1149;;;92;153;;;;220;;;;;;;;;;;;;;;;;;558336
20212;2310101032;9157;Wirtschaftswoche;davon ePaper;Düsseldorf;6170;woe;12;9157;78060;54696;;;43017;;3925;58;58;;;;11621;23364;;;;;;;;;;;;;;;;;;;;;;220;;;;;;;;;;;;;;;;;;558336
20212;2240401302;212;Würzburger katholisches Sonntagsblatt;;Würzburg;1369;woe;11;212;19592;18826;20754;;18826;;;;;;;;;766;;;;;34;29;;;29;;;;;;;;;5;;;;272;;;;;;;;;;;;;;;;;;553827
20212;2221901052;213;Zuhausewohnen;;München;6878;mtl;11;213;53193;52560;87066;;17655;;;17331;52924;35593;14585;;2989;633;;;;;3934;3932;;;206;;;1740;6287;4547;1970;;16;2;;;;208;;;;;;;;;;;;;;;;;;510303
20212;2221901052;11264;Zuhausewohnen;davon ePaper;München;6878;mtl;12;11264;2851;2851;;;8;;;187;187;;;;2656;;;;;;;;;;;;;;;;;;;;;;;208;;;;;;;;;;;;;;;;;;510303
20212;3200301162;214;Oldenburgische Wirtschaft;;Oldenburg;1083;mtl;11;214;18698;18079;18728;;18079;;18028;;;;;;;619;;;;;11;9;;;9;;9;;;;;;;2;;;;301;;;;;;;;;;;;;;;;;;0
20212;1431004200;215;Volksstimme Halberstadt;;Magdeburg;295;Mo-Sa;10;215;10108;9929;9971;;9092;;;413;703;290;;;424;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101435
20212;1431004200;7057;Volksstimme Halberstadt;davon ePaper;Magdeburg;295;Mo-Sa;10;7057;632;607;;;322;;;;;;;;285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101435
20212;3200301172;216;Wirtschaft Ostfriesland & Papenburg;;Oldenburg;1083;mtl;11;216;11511;10374;11583;;10374;;10313;;;;;;;1137;;;;;;;;;;;;;;;;;;;;;;301;;;;;;;;;;;;;;;;;;0
20212;1431002000;218;Volksstimme Wolmirstedt;;Magdeburg;295;Mo-Sa;10;218;5841;5712;5816;;5175;;;260;514;254;;;277;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100029
20212;1431002000;7066;Volksstimme Wolmirstedt;davon ePaper;Magdeburg;295;Mo-Sa;10;7066;417;396;;;208;;;;;;;;188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100029
20212;3020501092;222;radiologie technologie;;Lübeck;1077;4 x jähr;11;222;1886;1617;2100;;913;31;;;;;;;704;269;;;;;261;60;;;43;;;;;;;;17;201;;;;311;;;;;;;;;;;;;;;;;;0
20212;3310101012;225;AUGENOPTIKER, DER;;Leinfelden-Echterdingen;1060;mtl;11;225;10090;6734;8900;;2896;;;;;;;;3838;3356;;;;;158;146;;;146;;;;;;;;;12;;;;311;;;;;;;;;;;;;;;;;;0
20212;3310101012;11906;AUGENOPTIKER, DER;davon ePaper;Leinfelden-Echterdingen;1060;mtl;12;11906;1360;1360;;;;;;;;;;;1360;;;;;;;;;;;;;;;;;;;;;;;311;;;;;;;;;;;;;;;;;;0
20212;3022001012;227;Arzneimitteltherapie;;Stuttgart;1314;mtl;11;227;11972;1239;12251;;1239;;;;;;;;;10733;;;;;82;70;;;70;;;;;;;;;12;;;;311;;;;;;;;;;;;;;;;;;0
20212;3120201012;228;Allgemeine Hotel- und Gastronomie-Zeitung;;Frankfurt;1300;2-woe;11;228;13315;11779;7900;;6171;;323;;;;;;5608;1536;;;;;93;66;;;63;;1;;;;;;3;27;;;;302;;;;;;;;;;;;;;;;;;0
20212;3120201012;11640;Allgemeine Hotel- und Gastronomie-Zeitung;davon ePaper;Frankfurt;1300;2-woe;12;11640;5648;5648;;;1783;;121;;;;;;3865;;;;;;;;;;;;;;;;;;;;;;;302;;;;;;;;;;;;;;;;;;0
20212;3050201012;229;Allgemeine Bäcker-Zeitung;;Frankfurt;1300;2-woe;11;229;9364;2886;8000;;1559;;;;;;;;1327;6478;;;;;73;41;;;40;;;;;;;;1;32;;;;302;;;;;;;;;;;;;;;;;;0
20212;3050201012;11807;Allgemeine Bäcker-Zeitung;davon ePaper;Frankfurt;1300;2-woe;12;11807;1440;1440;;;142;;;;;;;;1298;;;;;;;;;;;;;;;;;;;;;;;302;;;;;;;;;;;;;;;;;;0
20212;3070201022;230;working@office;;Bonn;236;mtl;11;230;13841;7094;16000;;4571;;89;;;;;;2523;6747;;;;;733;311;;;293;;4;;;;;;18;422;;;;301;;;;;;;;;;;;;;;;;;0
20212;3110401022;231;ATZ Automobiltechnische Zeitschrift;;Wiesbaden;6360;11 x jähr;11;231;3984;1397;5250;;1301;;92;;;;;;96;2587;;;;;307;231;;;219;;4;;;;;;12;76;;;;303;;;;;;;;;;;;;;;;;;0
20212;3050801012;232;afz-allgemeine fleischer zeitung;;Frankfurt;827;woe;11;232;7820;2920;8000;;2232;;;;;;;;688;4900;;;;;57;42;;;38;;;;;;;;4;15;;;;302;;;;;;;;;;;;;;;;;;0
20212;3020101052;234;AWA-Aktueller Wirtschaftsdienst für Apotheker;;Stuttgart;1285;2 x mtl;11;234;3291;3144;3350;;3144;;;;;;;;;147;;;;;1;;;;;;;;;;;;;1;;;;313;;;;;;;;;;;;;;;;;;0
20212;3100401012;235;Agrartechnik;;München;4188;mtl;11;235;9895;9179;10350;;4204;;;1;1;;;;4974;716;;;;;378;342;;;310;;;;;;;;32;36;;;;306;;;;;;;;;;;;;;;;;;0
20212;3110401012;236;Automobil Industrie;;Würzburg;6152;mtl;11;236;8528;466;8600;;450;;;;;;;;16;8062;100;1;;;179;30;;;30;;;;;;;;;149;;;;303;;;;;;;;;;;;;;;;;;0
20212;1431001200;237;Volksstimme Burg;;Magdeburg;295;Mo-Sa;10;237;7308;7139;7314;;6498;;;309;581;272;;;332;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100922
20212;1431001200;7053;Volksstimme Burg;davon ePaper;Magdeburg;295;Mo-Sa;10;7053;461;437;;;222;;;;;;;;215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100922
20212;3210102012;238;Anwaltsblatt;;Berlin;2908;mtl;11;238;60933;59488;61333;;59488;;59488;;;;;;;1445;;;;;;;;;;;;;;;;;;;;;;310;;;;;;;;;;;;;;;;;;0
20212;3020602212;240;Ärzte Zeitung;;Berlin;6241;2 x woe;11;240;52501;3047;52700;;2803;;;;;;;;244;49454;;;;;9;6;;;5;;;;;;;;1;3;;;;311;;;;;;;;;;;;;;;;;;0
20212;3010301132;241;AIT Architektur Innenarchitektur;Technischer Ausbau;Leinfelden-Echterdingen;1059;10 x jähr;11;241;12092;9612;13000;;9518;;5007;23;641;618;;;71;2480;;;;;4106;3832;;;3823;;3005;;189;189;;;9;274;;;;305;;;;;;;;;;;;;;;;;;0
20212;3160201022;242;[me] Mechatronik + Engineering;;Marburg;432;6 x jähr;11;242;13599;71;14000;;71;;;;;;;;;13528;;;;;138;1;;;1;;;;;;;;;137;;;;303;;;;;;;;;;;;;;;;;;0
20212;3160201012;246;Antriebstechnik;;Mainz;1085;mtl;11;246;11806;325;12000;;320;;;;;;;;5;11481;;;;;117;81;;;80;;;;;;;;1;36;;;;303;;;;;;;;;;;;;;;;;;0
20212;1431002200;247;Volksstimme Zerbst;;Magdeburg;295;Mo-Sa;10;247;4779;4672;4806;;4349;;;174;343;169;;;149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101932
20212;1431002200;7067;Volksstimme Zerbst;davon ePaper;Magdeburg;295;Mo-Sa;10;7067;259;239;;;146;;;;;;;;93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101932
20212;3020401012;248;Altenheim;;Hannover;954;mtl;11;248;7612;7374;7151;;6383;;;;;;;;991;238;100;1;;;83;82;;;57;;;;;;;;25;1;;;;311;;;;;;;;;;;;;;;;;;0
20212;3020401012;11746;Altenheim;davon ePaper;Hannover;954;mtl;12;11746;704;704;;;266;;;;;;;;438;;;;;;;;;;;;;;;;;;;;;;;311;;;;;;;;;;;;;;;;;;0
20212;3020501012;249;Altenpflege;;Hannover;954;mtl;11;249;12815;12475;12490;;11917;;;;;;;;558;340;200;1;;;243;243;;;213;;;;;;;;30;;;;;311;;;;;;;;;;;;;;;;;;0
20212;3020501012;11749;Altenpflege;davon ePaper;Hannover;954;mtl;12;11749;588;588;;;216;;;;;;;;372;;;;;;;;;;;;;;;;;;;;;;;311;;;;;;;;;;;;;;;;;;0
20212;2221501062;250;Geo Saison;;Hamburg;897;mtl;11;250;47251;46085;68467;;23339;;;9883;29262;19379;9331;1014;2518;1166;;;;;6633;6572;;;3910;;;2094;4951;2857;434;27;107;61;;;;221;;;;;;;;;;VK;;;;;;;;522778
20212;2221501062;250;Geo Saison;;Hamburg;897;mtl;11;250;47081;45915;68467;;23178;;;9874;29253;19379;9331;1014;2518;1166;;;;;6634;6573;;;3910;;;2095;4952;2857;434;27;107;61;;;;221;;;;;;;;;;;;;;;;;;522778
20212;2221501062;11647;Geo Saison;davon ePaper;Hamburg;897;mtl;12;11647;1373;1373;;;158;;;74;74;;;1014;127;;;;;;;;;;;;;;;;;;;;;;;221;;;;;;;;;;;;;;;;;;522778
20212;1431001600;252;Volksstimme Staßfurt;;Magdeburg;295;Mo-Sa;10;252;6758;6620;6827;;6104;;;309;538;229;;;207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100700
20212;1431001600;7063;Volksstimme Staßfurt;davon ePaper;Magdeburg;295;Mo-Sa;10;7063;335;315;;;184;;;;;;;;131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100700
